1	setup phase	2023-07-27 18:01:45.515653	0.0004642009735107422	
1	setup phase	2023-07-27 18:01:45.515653	0.0004642009735107422	
2	release phase	2023-07-27 18:01:46.643188	1.1280076503753662	
2	release phase	2023-07-27 18:01:46.643188	1.1280076503753662	
3	land phase	2023-07-27 18:02:16.739900	31.224724054336548	
3	land phase	2023-07-27 18:02:16.739900	31.224724054336548	
4	melt phase	2023-07-27 18:02:23.003229	37.48805212974548	
4	melt phase	2023-07-27 18:02:23.003229	37.48805212974548	
6	gps running1 phase	2023-07-27 18:02:50.307079	64.79190349578857	
6	gps running1 phase	2023-07-27 18:02:50.307079	64.79190349578857	
