1	setup phase	2023-07-27 18:23:44.474492	0.0007154941558837891	
1	setup phase	2023-07-27 18:23:44.474492	0.0007154941558837891	
2	release phase	2023-07-27 18:23:45.599760	1.1259851455688477	
2	release phase	2023-07-27 18:23:45.599760	1.1259851455688477	
3	land phase	2023-07-27 18:24:15.687382	31.213613986968994	
3	land phase	2023-07-27 18:24:15.687382	31.213613986968994	
4	melt phase	2023-07-27 18:24:21.951103	37.47733473777771	
4	melt phase	2023-07-27 18:24:21.951103	37.47733473777771	
6	gps running1 phase	2023-07-27 18:24:54.863105	70.38933730125427	
6	gps running1 phase	2023-07-27 18:24:54.863105	70.38933730125427	
7	humandetect phase	2023-07-27 18:24:55.874140	71.40037298202515	
7	humandetect phase	2023-07-27 18:24:55.874140	71.40037298202515	
