1692168589.4156075	0.5586	-2.401	9.6922	-0.0608	-0.0608	15.4432	-847.0	-825.0	-2676.0	30.2562	1002.9844	57.9119	88.3094	-1.0	-1.0	0.0	0.0	0.0	1002.9844	0	
1692168590.4347856	0.5488	-2.45	9.5942	-0.1824	15.504	0.0	-843.0	-822.0	-2680.0	30.2562	1003.0118	57.8772	88.0667	-1.0	0.0	0.0	0.0	0.0	0.027399999999943248	1	
1692168591.4536293	0.5488	-2.4696	9.5844	-0.0608	15.504	0.1824	-846.0	-825.0	-2676.0	30.2511	1002.9762	57.8654	88.3802	-1.0	0.0	0.0	0.0	0.0	-0.03560000000004493	2	
1692168592.4727168	0.539	-2.3814	9.6628	-0.1216	15.504	0.0	-844.0	-826.0	-2676.0	30.2562	1002.957	57.3095	88.5521	-1.0	0.0	0.0	0.0	0.0	-0.019199999999955253	3	
1692168593.4908564	0.5684	-2.3912	9.5942	-0.1216	-0.0608	15.3824	-843.0	-825.0	-2676.0	30.2714	1002.9815	57.8603	88.3396	-1.0	0.0	0.0	0.0	0.0	0.024499999999989086	4	
1692168594.509416	0.6468	-2.4108	9.702	0.0	0.0	0.1824	-847.0	-827.0	-2680.0	30.2764	1003.0444	57.8663	87.7833	-1.0	0.0	0.0	0.0	0.0	0.06290000000001328	5	
#-----Landed-----#	
1692168605.1459963	0.8526	3.1164	7.2422	1.3376	-15.5648	28.576	-609.0	-276.0	-2136.0	30.2613	1002.9652	58.0395	88.4813	-1.0	0.0	0.0	0.0	0.0	
1692168605.163453	1.6464	3.9102	7.889	3.4656	0.0	18.6656	-609.0	-276.0	-2136.0	30.2613	1002.9652	58.0395	88.4813	-1.0	-1.0	0.0	0.0	0.0	
1692168605.1816585	1.0486	5.8408	7.35	2.3104	-15.5648	14.3488	-607.0	-273.0	-2144.0	30.2613	1002.9652	58.0395	88.4813	-1.0	-1.0	0.0	0.0	0.0	
1692168605.1994603	2.695	3.8514	8.2516	1.7632	-15.5648	10.7008	-607.0	-273.0	-2144.0	30.2613	1002.9652	58.0395	88.4813	-1.0	-1.0	0.0	0.0	0.0	
1692168605.2170699	1.3916	3.4692	8.1732	2.6752	-15.5648	10.5792	-607.0	-275.0	-2140.0	30.2613	1002.9652	58.0395	88.4813	-1.0	-1.0	0.0	0.0	0.0	
1692168605.2342064	1.1662	4.8314	7.8008	5.1072	-15.5648	12.4032	-607.0	-275.0	-2140.0	30.2613	1002.9652	58.0395	88.4813	-1.0	-1.0	0.0	0.0	0.0	
1692168605.2507713	1.47	4.116	7.3598	6.3232	0.0	0.1824	-607.0	-270.0	-2140.0	30.2613	1002.9652	58.0395	88.4813	-1.0	-1.0	0.0	0.0	0.0	
1692168605.267415	1.7836	4.949	7.5362	4.8032	0.0	-14.9568	-607.0	-270.0	-2140.0	30.2613	1002.9652	58.0395	88.4813	-1.0	-1.0	0.0	0.0	0.0	
1692168605.2843978	2.3618	3.0478	6.6836	1.4592	0.0	-11.6128	-604.0	-270.0	-2136.0	30.2613	1002.9652	58.0395	88.4813	-1.0	-1.0	0.0	0.0	0.0	
1692168605.301516	1.4994	4.5472	7.5558	-2.128	15.504	-12.3424	-604.0	-270.0	-2136.0	30.2613	1002.9652	58.0395	88.4813	-1.0	-1.0	0.0	0.0	0.0	
