1	setup phase	2023-07-24 18:12:08.338088	0.00021505355834960938	
1	setup phase	2023-07-24 18:12:08.338088	0.00021505355834960938	
2	release phase	2023-07-24 18:12:09.462744	1.1248784065246582	
2	release phase	2023-07-24 18:12:09.462744	1.1248784065246582	
3	land phase	2023-07-24 18:12:39.562632	31.22476601600647	
3	land phase	2023-07-24 18:12:39.562632	31.22476601600647	
4	melt phase	2023-07-24 18:12:45.826595	37.48872756958008	
4	melt phase	2023-07-24 18:12:45.826595	37.48872756958008	
6	gps running1 phase	2023-07-24 18:13:14.714638	66.37677216529846	
6	gps running1 phase	2023-07-24 18:13:14.714638	66.37677216529846	
7	humandetect phase	2023-07-24 18:14:05.125189	116.7873215675354	
7	humandetect phase	2023-07-24 18:14:05.125189	116.7873215675354	
8	gps running2 phase	2023-07-24 18:14:17.951095	129.61321806907654	
8	gps running2 phase	2023-07-24 18:14:17.951095	129.61321806907654	
9	goal phase	2023-07-24 18:14:59.250596	170.91272974014282	
9	goal phase	2023-07-24 18:14:59.250596	170.91272974014282	
