1	setup phase	2023-07-29 15:39:42.958677	0.00016689300537109375	
1	setup phase	2023-07-29 15:39:42.958677	0.00016689300537109375	
2	release phase	2023-07-29 15:39:44.083533	1.1250264644622803	
2	release phase	2023-07-29 15:39:44.083533	1.1250264644622803	
3	land phase	2023-07-29 15:40:14.213801	31.255301237106323	
3	land phase	2023-07-29 15:40:14.213801	31.255301237106323	
4	melt phase	2023-07-29 15:40:36.563667	53.60517072677612	
4	melt phase	2023-07-29 15:40:36.563667	53.60517072677612	
6	gps running1 phase	2023-07-29 15:41:19.332337	96.37383985519409	
6	gps running1 phase	2023-07-29 15:41:19.332337	96.37383985519409	
7	humandetect phase	2023-07-29 15:42:26.021630	163.0631320476532	
7	humandetect phase	2023-07-29 15:42:26.021630	163.0631320476532	
