run1 start	
run1 start	
2023-07-28 15:24:00.432275	1690525440.4323256	35.924401	139.912929	288.0	815.3463156672598	-10.964521222230701	
2023-07-28 15:24:00.432275	1690525440.4323256	35.924401	139.912929	288.0	815.3463156672598	-10.964521222230701	
2023-07-28 15:24:03.676289	1690525443.6763377	35.924387	139.912904	288.0	812.7925580997306	-13.803259478980749	
2023-07-28 15:24:03.676289	1690525443.6763377	35.924387	139.912904	288.0	812.7925580997306	-13.803259478980749	
2023-07-28 15:24:05.917289	1690525445.9173353	35.924388	139.912899	290.0	812.6307340603213	-10.102028570011726	
2023-07-28 15:24:05.917289	1690525445.9173353	35.924388	139.912899	290.0	812.6307340603213	-10.102028570011726	
2023-07-28 15:24:08.150658	1690525448.1507065	35.924388	139.912899	285.0	812.6307340603213	-13.524128724371508	
2023-07-28 15:24:08.150658	1690525448.1507065	35.924388	139.912899	285.0	812.6307340603213	-13.524128724371508	
2023-07-28 15:24:10.388878	1690525450.3889248	35.924389	139.912898	282.0	812.671839294781	-14.644918732061399	
2023-07-28 15:24:10.388878	1690525450.3889248	35.924389	139.912898	282.0	812.671839294781	-14.644918732061399	
2023-07-28 15:24:12.613460	1690525452.6135066	35.924388	139.912898	289.0	812.5800372490089	-10.095054043428519	
2023-07-28 15:24:12.613460	1690525452.6135066	35.924388	139.912898	289.0	812.5800372490089	-10.095054043428519	
2023-07-28 15:24:14.850844	1690525454.850893	35.924388	139.912894	295.0	812.3773186369617	-8.338152066373596	
2023-07-28 15:24:14.850844	1690525454.850893	35.924388	139.912894	295.0	812.3773186369617	-8.338152066373596	
2023-07-28 15:24:17.101161	1690525457.101208	35.924388	139.912892	278.0	812.2760005289624	-15.464352103895237	
2023-07-28 15:24:17.101161	1690525457.101208	35.924388	139.912892	278.0	812.2760005289624	-15.464352103895237	
2023-07-28 15:24:19.337027	1690525459.3370762	35.924388	139.912892	278.0	812.2760005289624	-17.823472743308486	
2023-07-28 15:24:19.337027	1690525459.3370762	35.924388	139.912892	278.0	812.2760005289624	-17.823472743308486	
2023-07-28 15:24:21.567449	1690525461.5675004	35.924388	139.912891	289.0	812.225351777999	-9.633989476053273	
2023-07-28 15:24:21.567449	1690525461.5675004	35.924388	139.912891	289.0	812.225351777999	-9.633989476053273	
2023-07-28 15:24:23.800567	1690525463.8006158	35.924389	139.912894	273.0	812.4691435907504	-21.64845279491334	
2023-07-28 15:24:23.800567	1690525463.8006158	35.924389	139.912894	273.0	812.4691435907504	-21.64845279491334	
2023-07-28 15:24:26.032989	1690525466.0330358	35.924389	139.912893	286.0	812.4184868287266	-13.05041227291997	
2023-07-28 15:24:26.032989	1690525466.0330358	35.924389	139.912893	286.0	812.4184868287266	-13.05041227291997	
2023-07-28 15:24:28.276786	1690525468.2768345	35.924389	139.912895	228.0	812.5198072195935	-56.562802151985466	
2023-07-28 15:24:28.276786	1690525468.2768345	35.924389	139.912895	228.0	812.5198072195935	-56.562802151985466	
