1	setup phase	2023-07-24 17:47:30.460991	0.0001659393310546875	
1	setup phase	2023-07-24 17:47:30.460991	0.0001659393310546875	
2	release phase	2023-07-24 17:47:31.584890	1.1240665912628174	
2	release phase	2023-07-24 17:47:31.584890	1.1240665912628174	
3	land phase	2023-07-24 17:48:01.662860	31.202048301696777	
3	land phase	2023-07-24 17:48:01.662860	31.202048301696777	
4	melt phase	2023-07-24 17:48:09.994598	39.53378200531006	
4	melt phase	2023-07-24 17:48:09.994598	39.53378200531006	
6	gps running1 phase	2023-07-24 17:48:39.774729	69.31391525268555	
6	gps running1 phase	2023-07-24 17:48:39.774729	69.31391525268555	
7	humandetect phase	2023-07-24 17:50:17.359676	166.89885997772217	
7	humandetect phase	2023-07-24 17:50:17.359676	166.89885997772217	
