photorun start	
datetime.datetime.now()	time.time() - t_start	area_ratio	lat	lon	
2023-08-03 17:52:51.566717	222.46374106407166	0	35.924251	139.912031	
2023-08-03 17:52:53.433313	224.33033800125122	0.0	35.92425	139.912032	
2023-08-03 17:52:55.998169	226.89519453048706	0.0	35.92425	139.912032	
2023-08-03 17:52:56.610242	227.5072660446167	0.0	35.924251	139.912033	
2023-08-03 17:52:58.171133	229.0681574344635	0.0	35.924251	139.912032	
2023-08-03 17:52:58.729131	229.6261546611786	0.0	35.924251	139.912033	
2023-08-03 17:53:00.288127	231.18515181541443	0	35.924252	139.912033	
2023-08-03 17:53:01.903068	232.80009198188782	0.0	35.924252	139.912033	
2023-08-03 17:53:03.464110	234.3611342906952	0.0	35.924253	139.912034	
2023-08-03 17:53:05.024791	235.92181539535522	0.0	35.924253	139.912033	
2023-08-03 17:53:05.583735	236.4807596206665	0	35.924253	139.912033	
2023-08-03 17:53:07.144982	238.04201555252075	0	35.924253	139.912033	
2023-08-03 17:53:07.758147	238.65517210960388	0.0	35.924253	139.912033	
2023-08-03 17:53:09.318313	240.215336561203	0.0	35.924253	139.912032	
2023-08-03 17:53:10.880579	241.77760362625122	0	35.924254	139.912032	
2023-08-03 17:53:12.461407	243.35843110084534	1	35.924255	139.912032	
2023-08-03 17:53:14.441111	245.3381335735321	1	35.924255	139.912033	
2023-08-03 17:53:17.109151	248.00617480278015	0.0	35.924257	139.912037	
2023-08-03 17:53:20.034502	250.93152618408203	0	35.924258	139.912038	
2023-08-03 17:53:21.605357	252.50238060951233	0	35.924259	139.912039	
2023-08-03 17:53:23.168089	254.0651125907898	0	35.924259	139.912039	
2023-08-03 17:53:23.737328	254.63435244560242	0	35.92426	139.91204	
2023-08-03 17:53:25.361048	256.25817799568176	0	35.92426	139.912041	
2023-08-03 17:53:26.925773	257.8228039741516	0.0	35.92426	139.912041	
2023-08-03 17:53:28.493591	259.3906157016754	0.0	35.924259	139.912042	
2023-08-03 17:53:30.057283	260.9543070793152	0.0	35.924259	139.912041	
2023-08-03 17:53:30.668275	261.5653018951416	0.0	35.924259	139.91204	
2023-08-03 17:53:32.229615	263.1266391277313	0	35.924259	139.91204	
2023-08-03 17:53:32.788850	263.685875415802	0	35.924259	139.91204	
2023-08-03 17:53:34.351450	265.2484757900238	0.0	35.924259	139.912039	
2023-08-03 17:53:35.964319	266.8613440990448	0	35.924259	139.912039	
2023-08-03 17:53:37.526333	268.4233591556549	0.0	35.924259	139.912038	
2023-08-03 17:53:39.090182	269.98720622062683	0.0	35.924259	139.912038	
2023-08-03 17:53:40.653062	271.55008578300476	0	35.924259	139.912039	
2023-08-03 17:53:42.275910	273.1729328632355	0	35.924258	139.912039	
2023-08-03 17:53:42.837166	273.73418951034546	0.0	35.924258	139.912039	
2023-08-03 17:53:44.397854	275.2948796749115	0	35.924258	139.91204	
2023-08-03 17:53:46.965506	277.86253118515015	0	35.924258	139.91204	
2023-08-03 17:53:47.583387	278.4804117679596	0.0	35.924257	139.912039	
2023-08-03 17:53:49.152203	280.0492277145386	0	35.924257	139.912038	
2023-08-03 17:53:49.720023	280.61704683303833	0	35.924257	139.912038	
2023-08-03 17:53:51.284200	282.18122243881226	0.0	35.924259	139.912038	
2023-08-03 17:53:52.886007	283.78303265571594	0	35.924259	139.912039	
2023-08-03 17:53:54.455048	285.35207056999207	0	35.924258	139.912039	
2023-08-03 17:53:56.017995	286.9150242805481	0.0	35.924258	139.912039	
2023-08-03 17:53:56.579289	287.47631454467773	0.0	35.924258	139.912039	
2023-08-03 17:53:58.143136	289.0401682853699	0.0	35.924258	139.912039	
