photorun start	
datetime.datetime.now()	time.time() - t_start	area_ratio	lat	lon	
2023-08-04 12:24:44.074051	221.6252498626709	0	35.924252	139.91199	
2023-08-04 12:24:45.979206	223.5304036140442	0	35.924251	139.91199	
2023-08-04 12:24:48.556416	226.10761260986328	0.0	35.924252	139.91199	
2023-08-04 12:24:50.175505	227.72670125961304	0	35.924251	139.911989	
2023-08-04 12:24:52.745921	230.2971179485321	0	35.924251	139.911989	
2023-08-04 12:24:53.313228	230.8644254207611	0	35.924252	139.91199	
2023-08-04 12:24:54.939436	232.49063205718994	0	35.924253	139.911992	
2023-08-04 12:24:56.513477	234.0646734237671	0	35.924253	139.911992	
2023-08-04 12:24:57.082666	234.63386249542236	0	35.924253	139.911992	
2023-08-04 12:24:58.652285	236.2034809589386	0	35.924251	139.911992	
2023-08-04 12:24:59.223728	236.77497696876526	0	35.924248	139.911989	
2023-08-04 12:25:00.853959	238.4051549434662	0	35.924248	139.911989	
2023-08-04 12:25:02.423126	239.97432398796082	0	35.92425	139.911989	
2023-08-04 12:25:03.997281	241.5484790802002	0	35.924253	139.911988	
2023-08-04 12:25:05.579998	243.1311960220337	0	35.924252	139.91199	
2023-08-04 12:25:06.184148	243.73534631729126	0	35.924253	139.911989	
2023-08-04 12:25:07.753482	245.30468320846558	0	35.924252	139.91199	
2023-08-04 12:25:08.325234	245.87643098831177	0	35.924252	139.91199	
2023-08-04 12:25:09.896258	247.44745659828186	0	35.924252	139.911991	
2023-08-04 12:25:12.496666	250.04786443710327	0	35.924254	139.91199	
2023-08-04 12:25:13.073292	250.62448859214783	0	35.924253	139.911989	
2023-08-04 12:25:14.640874	252.1920702457428	0.0	35.924254	139.911989	
2023-08-04 12:25:15.211070	252.76226806640625	0.0	35.924258	139.911989	
2023-08-04 12:25:16.847160	254.3983542919159	1	35.924255	139.911993	
2023-08-04 12:25:19.848816	257.4000129699707	0	35.924253	139.912004	
2023-08-04 12:25:22.772618	260.3238136768341	1	35.924253	139.912008	
2023-08-04 12:25:25.668934	263.22013092041016	0	35.924252	139.912009	
2023-08-04 12:25:27.388248	264.9394462108612	0	35.924256	139.912017	
2023-08-04 12:25:29.272383	266.823579788208	0	35.924263	139.912023	
2023-08-04 12:25:30.854210	268.4054081439972	2	35.924264	139.912024	
2023-08-04 12:25:33.888286	271.4394850730896	0	35.92426	139.912036	
2023-08-04 12:25:35.786948	273.33814334869385	0	35.924259	139.912037	
2023-08-04 12:25:36.372638	273.92383456230164	0	35.924259	139.912037	
2023-08-04 12:25:38.995381	276.54657673835754	0	35.924254	139.912035	
2023-08-04 12:25:40.570514	278.1217122077942	0	35.924253	139.912033	
2023-08-04 12:25:42.146178	279.69737577438354	0	35.92425	139.912028	
2023-08-04 12:25:43.717791	281.26898765563965	0.0	35.924252	139.912029	
2023-08-04 12:25:44.319294	281.8704900741577	0.0	35.924257	139.91203	
2023-08-04 12:25:45.887610	283.4388084411621	0	35.924255	139.912032	
2023-08-04 12:25:47.466777	285.0179765224457	0	35.924254	139.912033	
2023-08-04 12:25:49.047789	286.59899640083313	0	35.924255	139.912034	
2023-08-04 12:25:50.672774	288.2239718437195	0	35.924255	139.912034	
2023-08-04 12:25:51.250278	288.8014757633209	0	35.924255	139.912033	
2023-08-04 12:25:52.820910	290.372106552124	0	35.924255	139.912029	
2023-08-04 12:25:54.390351	291.94154810905457	0.0	35.924256	139.912028	
2023-08-04 12:25:56.001768	293.55296516418457	0.0	35.924258	139.912029	
2023-08-04 12:25:57.576568	295.12776708602905	0	35.924258	139.912027	
2023-08-04 12:25:59.152051	296.70324993133545	0	35.924256	139.912026	
2023-08-04 12:26:01.724869	299.2760696411133	0.0	35.924256	139.912025	
2023-08-04 12:26:02.327689	299.8788857460022	0	35.924257	139.912026	
2023-08-04 12:26:03.905353	301.4565522670746	0	35.924252	139.912024	
2023-08-04 12:26:06.477616	304.02881121635437	0	35.924251	139.912022	
2023-08-04 12:26:08.102452	305.6536502838135	0.0	35.924251	139.912018	
2023-08-04 12:26:09.671926	307.223121881485	0	35.924251	139.912018	
2023-08-04 12:26:11.247685	308.7988827228546	0.0	35.924256	139.912022	
2023-08-04 12:26:12.817499	310.3686978816986	0	35.924256	139.912022	
2023-08-04 12:26:14.441896	311.9930920600891	1	35.924253	139.912027	
2023-08-04 12:26:16.341145	313.8923432826996	0	35.924251	139.91203	
2023-08-04 12:26:18.019617	315.57081413269043	0	35.924242	139.912035	
2023-08-04 12:26:19.997055	317.54828667640686	0	35.92424	139.912039	
2023-08-04 12:26:21.572983	319.12418127059937	0.0	35.924239	139.912038	
2023-08-04 12:26:23.142973	320.6941695213318	0	35.924237	139.912033	
2023-08-04 12:26:24.711348	322.26254439353943	0	35.924236	139.912033	
2023-08-04 12:26:25.324987	322.8761851787567	0.0	35.924235	139.912032	
2023-08-04 12:26:26.900984	324.45218324661255	0.0	35.924237	139.912032	
2023-08-04 12:26:29.474677	327.02587604522705	0	35.924234	139.912035	
2023-08-04 12:26:31.112439	328.6636366844177	4	35.924235	139.912034	
2023-08-04 12:26:33.003552	330.55474853515625	0.0	35.924236	139.912036	
2023-08-04 12:26:34.587463	332.1386606693268	0	35.924237	139.912037	
2023-08-04 12:26:36.308472	333.859671831131	0	35.924233	139.912046	
2023-08-04 12:26:38.206102	335.7573001384735	1	35.924232	139.912049	
2023-08-04 12:26:41.229235	338.7804307937622	45	35.924221	139.91205	
2023-08-04 12:26:42.857915	340.4091122150421	57	35.924217	139.912051	
